contig_10	1	694003	KF530092.1	694003	694002	11118
contig_15	1	694003	AY391777.1	694003	694002	11118
contig_17	1	129951	M73260.1	129951	10509	10508
contig_19	1	694003	AY585229.1	694003	694002	11118
contig_2	1	694003	AY391777.1	694003	694002	11118
contig_3	1	694003	AY391777.1	694003	694002	11118
contig_7	1	694003	M99576.1	694003	694002	11118
contig_8	1	694003	NC_006213.1	694003	694002	11118
c7c5bdca-4b6b-4de4-97a6-767a4de752c9	1	129951	KF429754.1	129951	10509	10508
e58ed859-400b-4954-9cde-83817bf681ea	1	34062	CP040257.1	34062	475	468
96eb67a7-b7ab-40a6-9bf0-4370f29cc1f8	1	943830	CP050292.1	943830	1395974	41294
5d04dd7b-2c5d-4f98-b9de-5e2924ccfef6	1	1869227	KY266809.1	1869227	-200	-300
d20eebc2-2be1-43ba-914c-ddbf736e9853	1	13689	CP065714.1	13689	13687	41297
19376a5f-7db3-4945-b347-e1e202e9eebf	1	129951	M73260.1	129951	10509	10508
450f6a76-62c1-4327-8c41-ee8175d91355	1	2709380	CP048834.1	2709380	152053	335928
ab56a884-1777-46e4-ac1b-99be33261e84	1	2592816	CP041401.1	2592816	1395974	41294
6d1ba33b-4dc3-4c94-8ee0-170aab683e7a	1	40214	CP022298.1	40214	469	468
3b535652-d8d8-462d-8fc7-05eaa1689073	1	943830	CP050292.1	943830	1395974	41294
401ebb44-097b-47b5-8fd0-10f32741fcf8	1	40214	CP043307.1	40214	469	468
ddf0064a-20f4-4117-a2c2-714daa90a6f8	1	40214	CP037424.1	40214	469	468
5e350fe5-ff83-457b-8b46-3c0018dc7e97	1	562	CP053599.1	562	561	543
061fcfc2-6585-4aa4-a8d5-7cd9000cc7cb	1	40214	CP022298.1	40214	469	468
a6e9bcff-cecd-4ed7-b3c6-80cebc34b3ed	1	1325100	CP030037.1	1325100	374	41294
